ID,timeset,LANGUAGE,FAVORITE_C,QUOTE_C,REPLY_C,RETWEET_C,VIEWS_C,full_text
1753735138142200209,2024-02-03T11:00:14+00:00,fr,4,1,2,0,302,"@Bilou152 Jusqu'à preuve du contraire, le Hamas n'a pas une ambassade en Belgique et est déjà sur la liste des organisations terroristes..."
1753734943497224318,2024-02-03T10:59:28+00:00,fr,2,0,2,0,188,@plustard55 Bha c'est une vraie question que je me pose. Le Qatar ne m'a jamais rien proposé. C'est limite vexant :'( .Peut-être parce que mon parti est le seul à les critiques publiquement ?  Voir nos positions sur la coupe du monde par exemple.
1753735287522332730,2024-02-03T11:00:50+00:00,fr,2,1,3,0,198,"@BianchiDaniele8 Le respect du droit international, ici, la-bas et n'importe où. :)"
1753937230681223662,2024-02-04T00:23:17+00:00,fr,2,0,1,0,31,@NadiaElAbassi @TonPereLaTurlut @HeleneRyckmans @Ecolo « La liberté d’expression » derrière un profil planqué avec zéro courage pour assumer «  son expression » . Et ça vient donner de leçon de débat démocratique. Ne te fatigue pas @NadiaElAbassi  😘
1754449907706949646,2024-02-05T10:20:28+00:00,nl,30,1,57,3,2868,"Eerlijke kansen voor iedereen. Enkel met @groenDat is:👉 Eerlijk inkomen &amp; waardig werk voor iedereen👉 Eerlijke start vr elk kind👉 Extreemrijken eerlijk belasten👉 Opstaan tegen racismeGroen, dat is samen strijden voor eerlijke, rechtvaardige samenleving voor iedereen 💚 https://t.co/S0mafz3s5a"
1754527846276456933,2024-02-05T15:30:10+00:00,fr,42,5,23,8,4537,Le groupe @Ecolo @groen demande au Parlement d'auditionner l'ensemble des acteurs du monde agricole. L'objectif est de comprendre comment garantir un prix "juste" aux agriculteurs dans le contexte de concurrence déloyale que nous connaissons. Avec @SLaveleye et @DieterVanBesien
1754446497892942126,2024-02-05T10:06:55+00:00,fr,4,0,0,0,331,« Le MR et Meridiem ne garantissent pas l'exactitude ou l'intention des réponses de l'IA et déclinent toute responsabilité en cas de divulgation de données ou de réponses inexactes ou malveillantes » C'est valable aussi pour les réponses des élus et du Président du MR? #victor
1754170537746497795,2024-02-04T15:50:21+00:00,fr,5,0,1,0,252,Journée mondiale contre le cancer. Pensée émue pour ma maman emportée à 59 ans. Pensées aussi pour tou.te.s les malades aujourd'hui qui se battent comme des https://t.co/ZMse5CAnyV.s pour s'en sortir. Et pensée admirative pour celles et ceux qui en ont guéri. #vivelarecherche https://t.co/lh2xh0m8da
1754159101125288359,2024-02-04T15:04:55+00:00,fr,10,0,2,0,1005,C'est parce que Youssef Handichi croit toujours que le MR est le parti des indépendants ?
1746104185500664105,2024-01-13T09:37:33+00:00,fr,16,1,26,4,5266,"Ce matin, @lecho fait un point documenté sur l'emploi en Belgique et dans les Régions. Cela confirme que les déclarations du #MR sur ""le chômage qui continue de baisser à #Bruxelles"" sont fausses. C'est soit de la méconnaissance des dossiers, soit une volonté d'enfumer 👇 https://t.co/LR5I2TQ2gB"
1754774816735854670,2024-02-06T07:51:33+00:00,fr,0,0,0,0,40,"@LeisterhDavid @lecho Les chiffres du chômage à Bxl pour janvier 2024 sont de fait en hausse par rapport à janvier 2023, même si cela ne remet pas en cause la tendance des dernières années. C'est dommage et il faut redoubler d'efforts pour inverser cette courbe (formation, accompagnement,...)."
1754824987003752621,2024-02-06T11:10:54+00:00,fr,12,0,3,0,499,Plutôt que d'avancer reculerPlutôt que d'avoir le courage d'agir fuirQuel mépris pour les travailleurs &amp; travailleuses de la terre Quel mépris pour les générations futures #Pesticides #Europe
1754823697762852985,2024-02-06T11:05:47+00:00,fr,17,2,15,0,1729,Un glissement manifeste d'une #droite qui se veut de + en + conservative &amp; réactionnaire Il existe un autre chemin en politique @MR_officiel hein !Ça s'appelle préserver nos libertés en préservant notre #democratie de la nuée bruneImiter : c'est devenir l'extrême droite https://t.co/0y9ZrVsbq8
1754770586817945835,2024-02-06T07:34:44+00:00,fr,4,0,1,0,131,"Des prix justes Pour une rémunération justeC'est ça, défendre les travailleurs indépendants du monde agricole Par pourri la planète en reculant lâchement #agriculteurs #ecologie"
1754770806800802060,2024-02-06T07:35:37+00:00,fr,0,0,0,0,17,Pourrir* 🫣
1754889921381179569,2024-02-06T15:28:56+00:00,nl,14,0,0,1,460,Vandaag debat bij @vokavzw  over begroting en overheidsfinanciën. Interessante gedachtenwisseling tussen Voka en de verschillende partijen. Iedereen kreeg rustig de tijd om de standpunten toe te lichten in een strak gemodereerd debat door @mvdroogenbroeck https://t.co/Udj3w9bgTG
1754816361862197682,2024-02-06T10:36:38+00:00,fr,31,2,21,7,1880,Quel recul! Renoncer aux normes environnementales en réponse à la mobilisation des agriculteurs est une grave erreur. Préserver la santé des sols et notre santé (et celle des agriculteurs) doit rester notre priorité AVEC la garantie d'un prix juste pour les productions agricoles.
1754826157340360739,2024-02-06T11:15:33+00:00,fr,13,1,9,3,942,"Quelqu'un.e pour faire lire ceci à la Mme von der Leyen ? Et oui, l'agroécologie est rentable ! La transition permettrait d'économiser près de 10 000 milliards de dollars par an dans  le monde, et de revaloriser les conditions de vie des agriculteurs... https://t.co/61ppFac2Yy"
1755109717783801884,2024-02-07T06:02:19+00:00,nl,33,0,24,10,4015,"Diabolo-verbinding brengt jou vanuit Bxl, Leuven of Antwerpen gemakkelijk met de trein naar @BrusselsAirportMaar die spoorlijn kost jou, @NMBS en @Infrabel_NL wel handenvol geldMet @groen vragen we kritische doorlichtingWe mogen niet wie kiest voor de trein straffen, toch? https://t.co/yuI3mZpEV9"
1755109720187158772,2024-02-07T06:02:20+00:00,nl,4,0,0,0,222,Ontdek hoeveel de Diabolo-verbinding jou kost via @demorgenhttps://t.co/VVZU7Z3huV
1755214181001769382,2024-02-07T12:57:25+00:00,fr,1,0,0,0,20,Autoriser des nouveaux OGMSans connaissances sur les conséquences potentielles sur la santé &amp; la biodiversité De la folie à l'état pur Les dogmatiques (il)libéraux écrasent définitivement tout idée d'un avenir durable sous leurs bottes du capital.#OGM
1755126192393375973,2024-02-07T07:07:47+00:00,fr,0,0,0,0,61,"@aurelieczeka @MRBruxelles Ça s'explique surtout par le non sens du statut de cohabitant qui pousse à démultiplier les adresses afin de s'en sortirSi l'on veut réduire la pression sur le marché locatif, il y a une mesure simple : individualiser les droits Si @MR_officiel veut en discuter, je suis dispo"
1755206043372494917,2024-02-07T12:25:05+00:00,nl,4,0,2,0,328,"De echte oplossing is niet zo moeilijk: vraag een Diabolo bijdrage aan alle reizigers (ipv alleen aan wie met de trein komt), en zorg voor hoge snelheidstrein in de luchthaven. Zo komen meer reizigers met de trein naar de luchthaven, en kan je korte vluchten vervangen door HST."
1755224360506273837,2024-02-07T13:37:52+00:00,nl,85,7,19,23,26243,Begrafenis hervorming partijfinanciering is (voorlopig) afgewend. Kamercommissie Grondwet beslist: alle fracties zullen hun positie over de aanbevelingen  @WeNeedToTalk_BE moeten bekendmaken #kaartenoptafel #kleurbekennen #transparantie
1755266301277188304,2024-02-07T16:24:32+00:00,nl,1,0,2,0,526,@hermansm @WeNeedToTalk_BE Die info staat allemaal netjes op hun website
1755226165147480113,2024-02-07T13:45:02+00:00,nl,31,1,9,1,2981,"Het is de enige manier om dit dossier vooruitgang te boeken: open parlementair debat en druk blijven opvoeren. Niet zeker of het lukt, maar we gaan er alles aan doen."
1755231301936812403,2024-02-07T14:05:27+00:00,nl,3,0,0,1,244,Diabolo-verbinding naar de luchthaven is slechte achterkamerpolitiek die belastingbetaler en reiziger handenvol geld kost.Dit moet onderzocht worden door het Rekenhof zodat we dit contract kunnen herbekijken.
1755257475836576236,2024-02-07T15:49:28+00:00,fr,10,3,26,2,1464,A ce soir sur la @RTBF pour parler de participation citoyenne et d'amélioration de notre système démocratique 🗣️🎙️👇 https://t.co/S2d3tKsJIO
1755237078659461294,2024-02-07T14:28:24+00:00,fr,12,0,4,3,1029,Les travaux autour du financement des partis continuent et le Parlement examinera les positions de tous les groupes politiques dans 15 jours. Un accord est nécessaire pour le bien de notre #démocratie @WeNeedToTalk_BE #gouvernance
1760242368383520794,2024-02-21T09:57:39+00:00,nl,49,7,30,3,9825,Vanmorgen ontmoette ik familieleden van gekidnapte Israëliërs door Hamas. Voor hen duurt de hel nu al 138 dagen.Hun leed en onzekerheid is niet te bevatten. ▶️ België moet alles in het werk stellen om Hamas te verzwakken. Zeker financieel zijn er mogelijkheden. https://t.co/lAFi42NjW5
1755495550873423997,2024-02-08T07:35:29+00:00,fr,10,0,6,0,696,"Oui à un cumul de fonctions"Ça respire vraiment la nouveauté dis donc au PSC 🤔
1755265173584068676,2024-02-07T16:20:03+00:00,fr,21,2,9,3,1863,Pourquoi la publication du rapport de la commission Passé colonial est nécessaire et possible. Retrouvez-moi en débat ce soir sur le plateau de @BX1_Actu. #transparencedémocratique
1755521800715301318,2024-02-08T09:19:47+00:00,fr,1,0,1,0,18,"@francoisL @BX1_Actu Une fois encore, non. Il y a bien deux rapports ""intermédiaires"" sur le site de la Chambre faits par des experts. Mais les compte-rendus des auditions et des débats politiques en commission ne s'y trouvent pas. Assurer la publicité des débats, c'est un fondement de la démocratie."
1755301302827942357,2024-02-07T18:43:37+00:00,fr,0,0,0,0,15,@francoisL @BX1_Actu @McMarghem @grosfilley Le compte-rendu des débats parlementaires (qui a dit quoi) et les résumés des interventions des experts auditionnés ne sont pas publiés aujourd'hui.
1755585112199115080,2024-02-08T13:31:22+00:00,fr,36,1,22,10,1793,"Netanyahu annonce une offensive contre Rafah. C'est là que se trouvent les Gazaouis du nord qui ont fuit les bombes israéliennes.  Les bombardements ne libèrent pas les otages, ils en tuent.  Les bombardements ne détruiront pas le Hamas, ils l'alimenteront.#CEASEFIRE_NOW"
1755670156867498356,2024-02-08T19:09:18+00:00,fr,4,0,0,1,171,"Si j'étais mauvaise langue, je dirais que le neoliberalisme =#ladroite #AgriculteursEnColeres #Pesticides https://t.co/tnkesjvVp7"
1755885722962165810,2024-02-09T09:25:53+00:00,en,1,0,1,0,251,@raf_reuse @groen Succes 👍
1755946162488476159,2024-02-09T13:26:03+00:00,nl,22,0,2,0,323,"@peterdedecker Zullen we transfers van Vlaams-Brabant naar andere Vlaamse provincies ook stopzetten? Tussen haakjes, tweede grootste bijdragende provincie van het land is Waals-Brabant, met transfers naar West-Vlaanderen en Limburg. Hou toch op met Vlamingen en Walen tegen elkaar op te zetten!"
1755556426825503028,2024-02-08T11:37:23+00:00,fr,1,0,0,0,46,"@pierrepinte Nous avons effectivement eu un débat très intéressant, et respectueux, mardi soir, organisé par le @SNI_be. Au plaisir de rediscuter ensemble!"
1755970620402081918,2024-02-09T15:03:14+00:00,fr,1,0,1,0,202,Grand privilège de contribuer à la réflexion menée par @ANSERnetwork sur le lien entre crise climatique/biodiversité et droits sexuels et reproductifs. Et comment faire de l'impact du dérèglement climatique sur les droits des femmes et communauté LGBT une priorité politique.
1755616340289986572,2024-02-08T15:35:27+00:00,fr,12,0,1,0,528,"Répondre aux revendications tellement légitimes de celles et ceux qui nous nourrissent en réduisant nos ambitions environnementales est passer à côté des vrais enjeux qui sont le prix juste, la santé de chacun.e et la santé des sols pour une agriculture juste et durable."
1755984180867948607,2024-02-09T15:57:07+00:00,fr,20,6,52,6,9397,Il faut simplifier les structures en 🇧🇪 et  ⬇️ le nombre d'élu.e.s afin d'améliorer la qualité du service aux https://t.co/BkG0BMIR23.s. Il faut aussi continuer à développer la démocratie participative pour intégrer les https://t.co/ENiA5SfdZy.s aux décisions politiques 👇 @RTBF https://t.co/UqV5AcWfVO
1756048251982074077,2024-02-09T20:11:43+00:00,fr,12,0,14,1,1417,L’an dernier on était nombreuses et nombreux à avoir couru les 20km de Bruxelles @20kmbru tout en dénonçant le sponsoring de TotalEnergies. On profitera d’autant plus du parcours cette année @BenoitHellings 🙏🏃🏻‍♀️🌱
1756441042092441882,2024-02-10T22:12:32+00:00,fr,0,0,0,0,20,@yvanJanssen1 @20kmbru @BenoitHellings Raté. J’habite à Bruxelles depuis presque 10 ans et je n’ai jamais eu de voiture personnelle.
1756327157876347111,2024-02-10T14:40:00+00:00,fr,7,1,8,0,737,100% d'accord. C'est ce pour quoi j'ai toujours plaidé dans les débats sur le droit de vote à 16 ans. Il doit s'accompagner de mesures de sensibilisation et d'éducation à la citoyenneté et d'un engagement de chaque parti à en faire une priorité. https://t.co/AeXXYSVjaX
1756652632683282501,2024-02-11T12:13:19+00:00,fr,75,2,17,19,4287,"Le cynisme de Netanyahu qui demande à la population réfugiée à Rafah de fuir… pour aller où ?! Un nouveau massacre dans le massacre. @hadjalahbib , par pitié, prenez des sanctions contre la folie de Netanyahu et ses ministres extrémistes avant qu’il ne soit trop tard !"
1756678795405263108,2024-02-11T13:57:16+00:00,fr,3,0,5,1,259,@OnedecisionCap1 @hadjalahbib Mais c’est pas possible d’être à ce point borné… quelles sanctions voulez vous prendre contre le Hamas depuis la Belgique ? Fermer l’ambassade ? Il n’y en a pas ! Des sanctions ? C est fait ! Boycotte des produits du Hamastan ?!
1756693447640039738,2024-02-11T14:55:30+00:00,fr,0,0,1,0,61,@OnedecisionCap1 @hadjalahbib Vous voulez dire celle qui a finalement décidé de prolonger des centrales nucléaires ?
1756693275761578276,2024-02-11T14:54:49+00:00,fr,1,0,2,0,126,"@OnedecisionCap1 @hadjalahbib Nous , écologistes, sommes les seuls à avoir demandé le boycott de la coupe du monde au Qatar . Encore une fois,  ne justifiez pas le massacre en cours par le 07 octobre , je ne justifie pas le 07 octobre par la politique des gouvernements israéliens depuis des décennies"
1756680105668030685,2024-02-11T14:02:29+00:00,fr,0,0,0,0,43,"@OnedecisionCap1 @hadjalahbib Par ailleurs, je suis le seul député à  avoir appelé à de nombreuses reprises à la libération des otages sur une chaîne arabe regardée par des millions de personnes. Sortez de votre lecture binaire de mes positions !"
1756679409665184005,2024-02-11T13:59:43+00:00,fr,1,0,0,0,136,"@MHenfion @hadjalahbib Je vous laisse juger mon niveau intellectuel, venant d’un compte qui avance masqué et qui plus est vulgaire ça me fait plutôt rire 🤭 Pour le reste, notre ministre peut décider d’interdire ces ministres de poser un pied sur notre territoire ou demander de geler leur compte en Eu"
1756937421873123761,2024-02-12T07:04:58+00:00,fr,24,3,34,8,6797,"Trump lâche l'Europe. Et ce qui me paraît neuf, c'est qu'il lâche aussi Taïwan. Cette année 2024 sera celle de la victoire ou non de la démocratie face à l'autoritarisme.Investissons dans notre autonomie stratégique (et pas juste dans les bombes)."
1756970107719299361,2024-02-12T09:14:51+00:00,fr,1,0,1,0,134,"@jeanpaulgailly Une logique exclusivement militaire nous mène dans le mur. Il me semble que c'est la substance de mon message, non? Autonomie stratégique."
1756942943313613204,2024-02-12T07:26:54+00:00,fr,2,0,6,0,228,"@M_Tinaud Des sources d'énergie locales pour nous affranchir des régimes autoritaires, une vraie souveraineté alimentaire, une réindustrialisation verte de l'Europe, une défense européenne fondée sur le respect du droit international."
1756961723372777729,2024-02-12T08:41:32+00:00,fr,0,0,10,0,140,"@jeangordi @M_Tinaud Le vent, l'eau, le soleil"
1756995302786023805,2024-02-12T10:54:58+00:00,qme,0,0,1,0,65,@Regis_Francois @jeangordi @M_Tinaud https://t.co/KEy30L5PDi
1756644730178240865,2024-02-11T11:41:55+00:00,nl,2,0,2,0,153,@Karl_Drabbe @LVlamynck @JDeMeulemeester @RenateHufkens Er is nog werk aan de snor :-)
1756652125361234417,2024-02-11T12:11:18+00:00,nl,1,0,0,0,44,@Karl_Drabbe @LVlamynck @JDeMeulemeester @RenateHufkens @JeremieVaneeckh Haha. Het is een start. 😅
1756689827204907500,2024-02-11T14:41:07+00:00,fr,24,1,23,2,4807,"En effet, une circonscription fédérale est indispensable pour renforcer la démocratie dans notre pays... Pourquoi les https://t.co/Otdd1EAc7J.s ne peuvent pas juger la politique de leur Premier Ministre, au moment des élections ? C'est un non-sens 🤝🇧🇪"
1756948201595126210,2024-02-12T07:47:48+00:00,fr,2,0,0,1,47,@CarreGhesquiere Rien n'empêche un parti de déposer ses listes dans une circonscription wallonne. Le VB l'a d'ailleurs déjà fait au Hainaut. La circonscription fédérale a comme gros avantage de permettre à tous les Belges de voter pour les principaux responsables politiques nationaux #democratie
1756724627408142450,2024-02-11T16:59:24+00:00,fr,2,1,2,0,217,"@PhD2050 @PYDermagne @GeorgesGilkinet @DavidClarinval Pour le gouvernement fédéral, oui, pas pour le Premier Ministre en l'occurence (d'où le choix de cet argument). Content de lire que vous êtes ouvert sur le principe."
1757365829211926623,2024-02-13T11:27:18+00:00,fr,43,1,28,3,3894,Bienvenue @ChaVanSnick 🤩✊🏼💚 https://t.co/DYFtJHuid1
1757531600881848500,2024-02-13T22:26:01+00:00,fr,1,0,0,0,13,"@Serge_0002 @BX1_Actu Tu auras remarqué que le droit ici ne dit pas qu'il y a une obligation d'imposer l'étourdissement. Mais effectivement, que ça ne violerait pas la liberté de religion. Et c'est clairement un élément important du débat que nous devons prendre en compte."
1757677343638773797,2024-02-14T08:05:09+00:00,und,2,0,0,0,18,@LesNews24 @DavidClarinval @Ecolo lol
1757434365146018068,2024-02-13T15:59:38+00:00,fr,60,0,20,16,4352,"Mr De croo, « mon » 1er Ministre, vous savez mon respect sincère, mais ici je pense que des déclarations ne nous protègent pas de l’horreur qui se prépare. Netanyahu n’écoute personne à part son égo. Prenez svp des sanctions contre ce gouvernement et ses ministres extrémistes !"
1757489400533991696,2024-02-13T19:38:20+00:00,fr,0,0,2,0,87,@BelgianFOI Je suis 100 % derrière vous pour cela
1758080442610127218,2024-02-15T10:46:55+00:00,fr,30,7,73,5,11580,"Le groupe @Ecolo @groen demande une réunion spéciale de la commission de l'intérieur sur les violences liées au trafic de drogue à Bruxelles avec les Ministres concernés. Une action urgente, fédérale et régionale, est indispensable pour protéger Bruxelles et les Bruxellois.e.s."
1758171461569724455,2024-02-15T16:48:36+00:00,fr,55,2,24,15,3618,"Nous sommes exactement où Netanyahu voulait nous emmener après le massacre du 07 octobre, à la veille d’un des pires drames du 21e siècle sur des innocents. Un (risque) de genocide et cette apathie de la communauté internationale. Par pitié, cessez de regarder et agissez !"
1758212532148289675,2024-02-15T19:31:48+00:00,qme,1,0,2,0,137,@siriusblack1190 https://t.co/L1y4sq5Voo
1758172134294040785,2024-02-15T16:51:16+00:00,en,10,0,1,2,725,"We are exactly where Netanyahu wanted to take us after the October 7 massacre, on the eve of one of the worst tragedies of the 21st century against innocent people. A (risk) of genocide and this apathy of the international community. Please stop watching and act! #AllEyesOnRafah"
1758519943132270886,2024-02-16T15:53:20+00:00,fr,53,2,20,7,4955,"Ceci est totalement inacceptable bien entendu. Un parlement n'est pas une mosquée, une église ou une synagogue. Il est nécessaire de respecter une neutralité stricte quant aux événements qui y sont organisés. L'action publique doit être et rester neutre."
1758776331716673627,2024-02-17T08:52:08+00:00,fr,0,0,0,0,40,@maxboonen Concrètement ?
1758501319919251715,2024-02-16T14:39:20+00:00,fr,7,0,2,0,342,"Comme quoi  ça peut être très long un assassinat. Soutien à la résistance russe qui malgré tout, vit encore et toujours. ✊️ / ""Alexeï Navalny est décédé"", vient d'annoncer le Service pénitentiaire fédéral russehttps://t.co/5mqY9oRSNq"
1758512718863020451,2024-02-16T15:24:38+00:00,fr,167,9,89,14,22201,Prier dans un Parlement va totalement à l'encontre de la nécessaire séparation entre les religions et l'Etat. Cet incident est inacceptable et les organisateurs devront s'en expliquer devant les instances du Parlement bruxellois.
1758506650200158446,2024-02-16T15:00:31+00:00,fr,1,0,3,0,137,"@djemilaben @alainmaron @Ecolo Madame. Si vous écoutez bien, Alain Maron dit juste l'inverse... Il pose la question lui-même et répond ""non"" à la fin. Ne rentrons pas dans de telles déformations de la vérité."
1758893343336001656,2024-02-17T16:37:06+00:00,nl,10,0,1,1,405,"CD&amp;V heeft decennialang het landbouwbeleid de verkeerde kant uit gestuurd, met de Boerenbond op de schouders. Ik denk dat landbouw dringend bij een andere partij terecht moet komen!""Brouns: “In volgende regering wil ik minister Landbouw én Omgeving zijn”"" https://t.co/pr8TnNY56x"
1758860396826329105,2024-02-17T14:26:11+00:00,fr,35,1,39,4,5275,"Très bonne nouvelle ! Quelle belle liste fédérale du côté des collèges d'@Ecolo Liège, bravo! 💪 💚 Avec @SarahSchlitz , @SamuelCogolati , @ChaVanSnick et @jmjavaux donc!"
1758877851435110577,2024-02-17T15:35:32+00:00,fr,1,0,1,0,190,"@tdespirlet @Ecolo @SarahSchlitz @SamuelCogolati @ChaVanSnick @jmjavaux Pas d'insultes sur ce mur, svp, même quand on n'a plus aucun argument..."
1760654281416253926,2024-02-22T13:14:26+00:00,fr,0,0,0,5,,"RT @SamuelCogolati: La piste de la confiscation des avoirs russes gagne du terrain, avec le soutien de 10 experts juridiques de premier pla…"
1760415345364308262,2024-02-21T21:24:59+00:00,fr,0,0,0,10,,"RT @Ecolo: "" Nous sommes le parti de la récompense fiscale. Nous voulons récompenser fiscalement celles et ceux qui travaillent, qui se lèv…"
1759883878603346189,2024-02-20T10:13:08+00:00,fr,26,5,48,9,4352,"Nos propositions se basent sur la conviction qu'il faut ""encourager, former et émanciper"", plutôt que ""punir"" comme le propose le MR. Investir dans la transition écologique représente aussi un formidable levier de création d'emplois @lecho 👇https://t.co/WXrwvx3Biw"
1759874881561243950,2024-02-20T09:37:23+00:00,fr,0,0,0,1,,"RT @lecho: Ecolo publie son programme électoral et entend se démarquer sur le débat autour de l'emploi, souvent cannibalisé par le PS et le…"
1759716400770191404,2024-02-19T23:07:38+00:00,fi,0,0,0,118,,"RT @theworldindex: Bars Per 100,000 People:🇦🇷 Buenos Aires: 366🇧🇷 São Paulo: 242🇯🇵 Tokyo: 212🇫🇮 Helsinki: 187🇧🇪 Brussels: 148🇳🇱 Amst…"
1758858844212449580,2024-02-17T14:20:01+00:00,en,0,0,0,4010,,RT @SzabadonMagyar: Beautiful view from the Hungarian anti-Orban protest ❤️🇭🇺 https://t.co/5QZQG0dv48
1758526394470904258,2024-02-16T16:18:58+00:00,fr,0,0,0,19,,RT @JPitseys: Le Parlement bruxellois est notre maison de la démocratie. Ce n’est pas un lieu de culte. Il n'est pas acceptable d'y prononc…
1758515663172182116,2024-02-16T15:36:20+00:00,fr,0,0,0,2,,RT @SmartBe_fr: Le débat politique organisé par Smart sur l’avenir de l’#entrepreneuriat le 28/02 affiche COMPLET.😉 Mais bonne nouvelle: i…
1758507585790267576,2024-02-16T15:04:14+00:00,fr,0,0,0,21,,"RT @jonathanpiron1: Une conférence pour un journal d'extrême-droite, avec un climato-sceptique notoire, en partenariat avec un cercle qui a…"
1756688678959603799,2024-02-11T14:36:33+00:00,fr,0,0,0,207,,RT @Marg_eek: J'en reviens pas qu'on ait tué à ce point le commerce dans le centre de Bruxelles avec la fin de la voiture. Force à mes brux…
1756057228082094291,2024-02-09T20:47:23+00:00,fr,0,0,0,50,,RT @RTBFsport: Les frissons ! 🇧🇪❤️‍🔥La Brabançonne jouée dans un Sportpaleis plein à craquer de 1️⃣3️⃣.7️⃣0️⃣0️⃣ spectateurs 🙌 (soit un r…
1756056834916442515,2024-02-09T20:45:50+00:00,nl,0,0,0,72,,RT @WillemSas: Transfers van het economisch hart (in ons geval oude provincie Brabant + havens) naar de periferie/rustbelt heb je in elk la…
1760681077155442866,2024-02-22T15:00:55+00:00,nl,0,0,0,9,,RT @SVHecke: Met @groen in de regering hebben we ecocide als misdrijf kunnen laten opnemen in het strafrecht. Ernstige en langdurige schade…
1755228377785475194,2024-02-07T13:53:50+00:00,nl,0,0,0,23,,RT @kristofcalvo: Begrafenis hervorming partijfinanciering is (voorlopig) afgewend. Kamercommissie Grondwet beslist: alle fracties zullen h…
1754450602938048747,2024-02-05T10:23:14+00:00,nl,0,0,0,36,,"RT @_nadianaji: Eerlijk klimaatbeleid dat iedereen meeneemt, eerlijke kansen en goede betaalbare zorg voor iedereen.Enkel met Groen.htt…"
1753197980910260236,2024-02-01T23:25:46+00:00,en,0,0,0,7956,,"RT @carogennez: The office building of @Enabel, the Belgian Agency for Development Cooperation, in #Gaza has been bombed and is completely…"
1753100995591377147,2024-02-01T17:00:23+00:00,nl,0,0,0,10,,RT @groen: Ons parlementslid @BuystKim begrijpt de frustratie van de boeren en wijst partijen verantwoordelijk voor het Europees landbouwbe…
1752667026165039152,2024-01-31T12:15:56+00:00,nl,0,0,0,15,,RT @kristofcalvo: Door de veto's van bepaalde partijvoorzitters raakt Vivaldi het niet eens over een hervorming van de partijfinanciering.…
1751346647022350609,2024-01-27T20:49:13+00:00,nl,0,0,0,13,,RT @JeremieVaneeckh: Het rapport van de Vlaamse regering maakt één ding heel duidelijk: als we eerlijk klimaatbeleid willen dat iedereen me…
1751346617414742198,2024-01-27T20:49:06+00:00,nl,0,0,0,21,,"RT @_nadianaji: Meer dan ooit is er nood aan leiders die spreken met heldere stem. Die de rode loper niét uitrollen voor extreemrechts, nie…"
1750872610483605629,2024-01-26T13:25:34+00:00,nl,0,0,0,17,,RT @_nadianaji: Uitspraak IGH over risico op genocide door Israël is historisch en hoopvol voor het Palestijnse volk. De Belgische regeri…
1750792202270159348,2024-01-26T08:06:03+00:00,en,0,0,0,4695,,RT @FranceskAlbs: There are no words.
1750628654013354470,2024-01-25T21:16:10+00:00,nl,0,0,0,7,,"RT @groen: Elke vrouw heeft recht op veilige, betaalbare abortuszorg. Elke vrouw moet de vrijheid krijgen om over hun eigen lichaam te besl…"
1750618266190459042,2024-01-25T20:34:54+00:00,nl,0,0,0,21,,RT @groen: "Historische overwinning tegen problematische gokverslavingen. Na 4 jaar strijden tegen goklobby en politici die zich voor de ka…
1750545714273218789,2024-01-25T15:46:36+00:00,nl,0,0,0,6,,RT @groen: "Baas in eigen buik mag geen holle slogan zijn. Abortustermijn verlengen en betuttelende wachttijd afschaffen is kwestie van res…
1751903020315443626,2024-01-29T09:40:03+00:00,nl,0,0,0,9,,RT @WeNeedToTalk_BE: 67 publieke figuren tot roepen op tot een hervorming van partijfinanciering 📣Experts en politici zijn unaniem: het sy…
1750174344607895581,2024-01-24T15:10:55+00:00,fr,0,0,0,6,,"RT @Daardaar_be: « Ce que démontrent @kristofcalvo et @bartvanloo , c’est que certaines personnes croient encore en notre pays. C’était dev…"
1749761994666697159,2024-01-23T11:52:23+00:00,nl,0,0,0,20,,"RT @bartvanloo: Soms  lijkt het erop dat we nog de twee enige in heel Vlaanderen zijn, maar  ik ben er zeker van dat er nog Vlamingen zijn…"
1749389213865247012,2024-01-22T11:11:05+00:00,fr,0,0,0,1,,"RT @TwitPolitique: Elections 2024 : Kristof Calvo (Groen), un élu néerlandophone sur la liste Ecolo du Hainaut, ""dans le combat des idées j…"
1749358305342840861,2024-01-22T09:08:16+00:00,fr,0,0,0,1,,"RT @Fred_Chardon: .@kristofcalvo : ""L'alliance avec les verts (en août 2020), c’est la meilleure chose que @GLBouchez ait faite depuis qu’i…"
1747660332233810063,2024-01-17T16:41:07+00:00,nl,0,0,0,3,,RT @WeNeedToTalk_BE: De partijfinanciering blijft het publieke debat beroeren. Nu ook met het boek 'De kolonisten van de Wetstraat' van Bar…
1747227358493368567,2024-01-16T12:00:38+00:00,nl,0,0,0,18,,RT @adlens_eu: Hoeveel hebben de politieke partijen uitgegeven aan Meta advertenties in 2023? Hier is de data. Spoiler: veel. https://t.c…
1620395696586366976,2023-01-31T12:16:54+00:00,fr,105,12,42,28,19225,"Bart De Wever en 2019: ""Tihange 2 est trop vieux, radié"".🤡 Aujourd'hui, le même Bart De Wever manifeste contre la fermeture devant Tihange 2.Les girouettes n'ont jamais produit 1 MW. Au contraire, elles détruisent notre pays.#spektakelpolitiek https://t.co/N9nzeM4QOp"
1760710256714191311,2024-02-22T16:56:52+00:00,nl,0,0,0,10,,"RT @groen: ""Nu stof rond staatsbon is gaan liggen, moeten we naar debat waar 't écht om gaat: te lage rente die banken betalen aan spaarder…"
